METAPOPULATION MODEL results; Date=8/2/2023 Time=17:04:39
===========================================================
B10




   16 populations (16 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
       41      47.00      79.49      95.30     111.11     148.00
       42      51.00      78.78      94.68     110.58     156.00
       43      46.00      78.74      94.25     109.76     141.00
       44      47.00      78.82      93.91     108.99     145.00
       45      46.00      78.47      93.75     109.03     136.00
       46      46.00      78.15      93.48     108.81     154.00
       47      40.00      78.33      93.43     108.53     155.00
       48      48.00      77.89      92.91     107.93     145.00
       49      46.00      77.30      92.79     108.29     147.00
       50      50.00      77.82      93.22     108.61     146.00
       51      38.00      76.87      92.42     107.98     141.00
       52      41.00      76.55      92.31     108.06     144.00
       53      49.00      76.12      91.76     107.41     142.00
       54      39.00      75.57      90.95     106.32     143.00
       55      41.00      75.61      90.80     105.99     148.00
       56      41.00      75.57      90.92     106.26     147.00
       57      39.00      75.16      90.58     106.00     135.00
       58      37.00      75.27      90.81     106.36     143.00
       59      38.00      74.89      90.58     106.26     136.00
       60      45.00      74.45      90.22     106.00     145.00
       61      48.00      74.84      90.48     106.12     150.00
       62      44.00      74.04      89.57     105.11     138.00
       63      38.00      73.86      89.20     104.54     140.00
       64      37.00      73.43      89.00     104.58     139.00
       65      43.00      72.71      88.64     104.56     137.00
       66      44.00      72.37      88.20     104.04     146.00
       67      34.00      72.61      88.22     103.83     163.00
       68      34.00      72.26      87.87     103.48     144.00
       69      33.00      71.76      87.29     102.81     144.00
       70      41.00      72.11      87.71     103.32     132.00
       71      42.00      71.14      86.75     102.36     138.00
       72      36.00      71.38      87.08     102.78     146.00
       73      31.00      71.75      87.31     102.88     131.00
       74      40.00      71.14      86.81     102.49     135.00
       75      34.00      71.00      87.11     103.22     138.00
       76      30.00      70.97      86.78     102.58     140.00
       77      36.00      71.32      87.40     103.48     147.00
       78      41.00      71.30      87.31     103.31     133.00
       79      44.00      71.93      87.24     102.56     146.00
       80      37.00      71.11      86.68     102.24     139.00
       81      40.00      70.94      87.04     103.13     135.00
       82      42.00      70.66      86.40     102.13     136.00
       83      43.00      70.41      86.03     101.65     137.00
       84      42.00      70.45      86.00     101.55     134.00
       85      39.00      70.23      85.71     101.19     144.00
       86      42.00      70.46      85.57     100.68     132.00
       87      40.00      69.78      85.33     100.88     137.00
       88      47.00      70.36      85.74     101.13     136.00
       89      41.00      69.87      85.12     100.37     129.00
       90      43.00      69.81      85.10     100.40     139.00
       91      40.00      69.82      85.12     100.42     141.00
       92      38.00      68.88      84.50     100.13     130.00
       93      32.00      68.80      84.45     100.10     152.00
       94      34.00      68.49      84.19      99.90     139.00
       95      39.00      68.69      84.47     100.24     132.00
       96      40.00      68.59      84.29      99.98     132.00
       97      38.00      68.51      83.83      99.16     130.00
       98      39.00      68.50      84.18      99.87     126.00
       99      37.00      68.83      84.21      99.59     132.00
      100      40.00      68.25      83.97      99.69     136.00

                    Percentiles of final total abundance
               5th       25th       50th       75th       95th 
      100      59.00      73.00      84.00      95.25     110.00

Trajectory summary (Population 1: Pop 1)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.90       2.49       4.09       9.00
        2       0.00       0.60       2.75       4.90      10.00
        3       0.00       0.33       2.65       4.98      11.00
        4       0.00       0.15       2.56       4.97      10.00
        5       0.00      -0.11       2.35       4.81      12.00
        6       0.00      -0.19       2.29       4.76      13.00
        7       0.00      -0.32       2.11       4.53      11.00
        8       0.00      -0.46       2.05       4.57      15.00
        9       0.00      -0.49       1.90       4.29      12.00
       10       0.00      -0.56       1.68       3.93      11.00
       11       0.00      -0.70       1.58       3.86      14.00
       12       0.00      -0.74       1.47       3.68      12.00
       13       0.00      -0.80       1.41       3.61      11.00
       14       0.00      -0.88       1.33       3.53      10.00
       15       0.00      -0.94       1.24       3.42      12.00
       16       0.00      -0.92       1.14       3.19      11.00
       17       0.00      -0.93       1.05       3.02      10.00
       18       0.00      -1.00       1.02       3.03      13.00
       19       0.00      -1.03       0.97       2.97      13.00
       20       0.00      -1.02       0.90       2.83      12.00
       21       0.00      -1.10       0.88       2.86      11.00
       22       0.00      -1.20       0.86       2.92      13.00
       23       0.00      -1.07       0.77       2.60      10.00
       24       0.00      -1.02       0.67       2.35      10.00
       25       0.00      -1.09       0.65       2.40      17.00
       26       0.00      -1.02       0.61       2.24      11.00
       27       0.00      -1.04       0.57       2.18      10.00
       28       0.00      -0.94       0.50       1.93      10.00
       29       0.00      -0.97       0.45       1.88      11.00
       30       0.00      -1.06       0.45       1.96      14.00
       31       0.00      -0.97       0.42       1.80      10.00
       32       0.00      -0.94       0.39       1.71      10.00
       33       0.00      -0.96       0.37       1.69      11.00
       34       0.00      -0.87       0.34       1.55       9.00
       35       0.00      -0.86       0.32       1.50       9.00
       36       0.00      -0.92       0.30       1.52      11.00
       37       0.00      -0.88       0.29       1.46      11.00
       38       0.00      -0.90       0.29       1.48      11.00
       39       0.00      -0.79       0.25       1.30      10.00
       40       0.00      -0.80       0.24       1.28      10.00
       41       0.00      -0.76       0.22       1.19       8.00
       42       0.00      -0.81       0.22       1.24      10.00
       43       0.00      -0.75       0.20       1.15      10.00
       44       0.00      -0.76       0.19       1.14       9.00
       45       0.00      -0.71       0.18       1.07       9.00
       46       0.00      -0.73       0.17       1.07       7.00
       47       0.00      -0.69       0.16       1.00       7.00
       48       0.00      -0.73       0.15       1.03      10.00
       49       0.00      -0.70       0.14       0.98       9.00
       50       0.00      -0.63       0.12       0.87       7.00
       51       0.00      -0.69       0.13       0.95       8.00
       52       0.00      -0.61       0.11       0.83       9.00
       53       0.00      -0.58       0.10       0.77      10.00
       54       0.00      -0.50       0.08       0.66       7.00
       55       0.00      -0.47       0.07       0.62       6.00
       56       0.00      -0.55       0.08       0.71       9.00
       57       0.00      -0.53       0.07       0.66       8.00
       58       0.00      -0.61       0.07       0.74      12.00
       59       0.00      -0.53       0.06       0.65       9.00
       60       0.00      -0.46       0.04       0.55       9.00
       61       0.00      -0.47       0.04       0.55      11.00
       62       0.00      -0.37       0.03       0.42       9.00
       63       0.00      -0.19       0.01       0.22       4.00
       64       0.00      -0.31       0.01       0.34      10.00
       65       0.00      -0.23       0.01       0.26       7.00
       66       0.00      -0.14       0.01       0.16       4.00
       67       0.00      -0.19       0.01       0.20       6.00
       68       0.00      -0.22       0.01       0.23       7.00
       69       0.00      -0.19       0.01       0.21       5.00
       70       0.00      -0.16       0.01       0.17       5.00
       71       0.00      -0.13       0.00       0.14       4.00
       72       0.00      -0.19       0.01       0.21       6.00
       73       0.00      -0.19       0.01       0.21       6.00
       74       0.00      -0.16       0.01       0.17       5.00
       75       0.00      -0.03       0.00       0.03       1.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 2: Pop 2)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       6.00       6.00       6.00       6.00       6.00
        1       0.00       4.53       7.12       9.70      17.00
        2       0.00       4.26       7.86      11.46      21.00
        3       0.00       4.42       8.40      12.37      21.00
        4       0.00       4.53       8.62      12.70      23.00
        5       0.00       4.39       8.81      13.23      26.00
        6       0.00       4.36       8.78      13.20      27.00
        7       0.00       4.28       8.91      13.54      23.00
        8       0.00       4.43       9.08      13.73      22.00
        9       0.00       4.49       9.19      13.89      24.00
       10       0.00       4.40       9.11      13.82      25.00
       11       0.00       4.46       9.16      13.86      23.00
       12       0.00       4.29       8.97      13.66      23.00
       13       0.00       4.23       8.97      13.72      28.00
       14       0.00       4.15       8.92      13.69      26.00
       15       0.00       4.00       8.86      13.72      27.00
       16       0.00       3.94       8.84      13.75      23.00
       17       0.00       3.78       8.81      13.84      27.00
       18       0.00       3.83       8.80      13.77      26.00
       19       0.00       3.59       8.44      13.30      23.00
       20       0.00       3.41       8.36      13.31      27.00
       21       0.00       3.36       8.48      13.61      28.00
       22       0.00       3.33       8.31      13.28      25.00
       23       0.00       3.29       8.40      13.50      24.00
       24       0.00       3.26       8.43      13.60      24.00
       25       0.00       3.13       8.27      13.42      24.00
       26       0.00       3.11       8.17      13.23      27.00
       27       0.00       2.91       7.91      12.92      24.00
       28       0.00       2.99       8.09      13.19      27.00
       29       0.00       2.97       8.08      13.19      23.00
       30       0.00       2.89       8.15      13.41      25.00
       31       0.00       2.77       8.02      13.27      25.00
       32       0.00       2.77       8.18      13.58      23.00
       33       0.00       2.83       8.19      13.56      25.00
       34       0.00       2.63       7.92      13.21      28.00
       35       0.00       2.66       7.96      13.26      25.00
       36       0.00       2.63       7.97      13.31      27.00
       37       0.00       2.54       7.87      13.20      26.00
       38       0.00       2.41       7.82      13.22      23.00
       39       0.00       2.29       7.75      13.22      29.00
       40       0.00       2.20       7.61      13.01      22.00
       41       0.00       2.10       7.57      13.05      27.00
       42       0.00       2.26       7.59      12.91      23.00
       43       0.00       2.18       7.52      12.86      23.00
       44       0.00       2.00       7.37      12.74      23.00
       45       0.00       1.96       7.43      12.90      23.00
       46       0.00       2.01       7.53      13.05      24.00
       47       0.00       1.85       7.35      12.86      26.00
       48       0.00       1.69       7.19      12.69      21.00
       49       0.00       1.70       7.25      12.79      24.00
       50       0.00       1.73       7.24      12.76      23.00
       51       0.00       1.56       7.17      12.78      23.00
       52       0.00       1.42       7.01      12.61      24.00
       53       0.00       1.38       6.97      12.56      23.00
       54       0.00       1.34       6.84      12.34      30.00
       55       0.00       1.32       6.88      12.45      25.00
       56       0.00       1.33       6.88      12.43      27.00
       57       0.00       1.29       6.81      12.32      26.00
       58       0.00       1.25       6.78      12.30      25.00
       59       0.00       1.19       6.72      12.24      21.00
       60       0.00       1.12       6.65      12.18      26.00
       61       0.00       1.04       6.68      12.31      24.00
       62       0.00       0.99       6.68      12.37      24.00
       63       0.00       0.96       6.65      12.35      24.00
       64       0.00       0.95       6.57      12.19      25.00
       65       0.00       0.81       6.53      12.25      23.00
       66       0.00       0.70       6.41      12.12      30.00
       67       0.00       0.77       6.25      11.72      26.00
       68       0.00       0.78       6.24      11.69      22.00
       69       0.00       0.72       6.42      12.11      25.00
       70       0.00       0.76       6.48      12.20      24.00
       71       0.00       0.59       6.35      12.11      23.00
       72       0.00       0.59       6.39      12.20      21.00
       73       0.00       0.54       6.24      11.94      27.00
       74       0.00       0.46       6.14      11.83      23.00
       75       0.00       0.44       6.23      12.01      22.00
       76       0.00       0.43       6.13      11.84      25.00
       77       0.00       0.40       6.19      11.98      23.00
       78       0.00       0.35       6.18      12.01      26.00
       79       0.00       0.37       6.06      11.74      26.00
       80       0.00       0.39       6.14      11.89      26.00
       81       0.00       0.33       6.13      11.94      25.00
       82       0.00       0.28       5.99      11.71      23.00
       83       0.00       0.26       6.05      11.83      25.00
       84       0.00       0.15       5.91      11.68      23.00
       85       0.00       0.06       5.76      11.46      24.00
       86       0.00       0.05       5.74      11.42      27.00
       87       0.00       0.06       5.75      11.44      26.00
       88       0.00      -0.01       5.87      11.75      27.00
       89       0.00       0.02       5.85      11.69      24.00
       90       0.00       0.03       5.79      11.54      22.00
       91       0.00      -0.07       5.75      11.57      24.00
       92       0.00      -0.10       5.66      11.42      22.00
       93       0.00      -0.13       5.63      11.39      21.00
       94       0.00      -0.22       5.50      11.23      24.00
       95       0.00      -0.19       5.52      11.24      24.00
       96       0.00      -0.30       5.48      11.26      25.00
       97       0.00      -0.34       5.38      11.09      23.00
       98       0.00      -0.27       5.26      10.80      22.00
       99       0.00      -0.28       5.47      11.23      22.00
      100       0.00      -0.28       5.45      11.18      24.00

Trajectory summary (Population 3: Pop 3)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      10.00      10.00      10.00      10.00      10.00
        1       2.00       8.73      12.10      15.47      23.00
        2       2.00       9.05      13.76      18.47      31.00
        3       1.00       9.42      14.86      20.30      31.00
        4       0.00       9.80      15.61      21.42      38.00
        5       0.00      10.40      16.16      21.93      35.00
        6       0.00      11.04      16.68      22.33      37.00
        7       0.00      11.36      17.06      22.76      36.00
        8       0.00      11.37      17.15      22.93      35.00
        9       0.00      11.46      17.41      23.36      37.00
       10       0.00      11.54      17.38      23.22      37.00
       11       0.00      11.92      17.70      23.48      33.00
       12       0.00      11.79      17.59      23.39      37.00
       13       0.00      12.00      17.48      22.97      36.00
       14       0.00      11.74      17.58      23.42      41.00
       15       0.00      11.78      17.51      23.23      35.00
       16       0.00      11.48      17.30      23.12      36.00
       17       0.00      11.38      17.29      23.20      35.00
       18       0.00      11.62      17.35      23.09      36.00
       19       0.00      11.55      17.40      23.26      35.00
       20       0.00      11.58      17.37      23.17      36.00
       21       0.00      11.45      17.38      23.31      36.00
       22       0.00      11.69      17.41      23.12      37.00
       23       0.00      11.38      17.43      23.49      38.00
       24       0.00      11.40      17.29      23.18      37.00
       25       0.00      11.32      17.44      23.57      39.00
       26       0.00      11.14      17.08      23.01      35.00
       27       0.00      11.02      17.01      22.99      37.00
       28       0.00      11.00      16.92      22.85      36.00
       29       0.00      10.94      17.04      23.14      35.00
       30       0.00      11.44      17.41      23.37      39.00
       31       0.00      11.38      17.35      23.33      42.00
       32       0.00      11.54      17.37      23.20      41.00
       33       0.00      11.27      17.28      23.30      41.00
       34       0.00      11.39      17.03      22.68      35.00
       35       0.00      11.38      17.20      23.03      36.00
       36       0.00      11.45      17.19      22.94      39.00
       37       0.00      11.44      17.28      23.12      35.00
       38       0.00      11.75      17.67      23.60      37.00
       39       0.00      11.86      17.63      23.40      38.00
       40       0.00      11.50      17.55      23.59      36.00
       41       0.00      11.26      17.38      23.50      36.00
       42       0.00      11.40      17.23      23.05      34.00
       43       0.00      11.42      17.39      23.36      35.00
       44       0.00      11.30      17.18      23.06      38.00
       45       0.00      11.12      17.02      22.92      36.00
       46       0.00      10.97      17.04      23.11      42.00
       47       0.00      11.17      17.13      23.10      35.00
       48       0.00      11.24      17.16      23.08      35.00
       49       0.00      11.21      17.31      23.42      40.00
       50       0.00      11.27      17.23      23.20      36.00
       51       0.00      11.13      17.23      23.32      36.00
       52       0.00      11.13      17.14      23.15      38.00
       53       0.00      11.11      17.25      23.40      37.00
       54       0.00      10.91      17.11      23.30      37.00
       55       0.00      11.13      17.37      23.60      36.00
       56       0.00      11.08      17.25      23.42      41.00
       57       0.00      11.08      17.29      23.51      40.00
       58       0.00      11.29      17.25      23.22      35.00
       59       0.00      11.01      17.17      23.34      36.00
       60       0.00      11.03      17.18      23.33      39.00
       61       0.00      11.15      17.27      23.38      38.00
       62       0.00      11.09      17.11      23.13      36.00
       63       0.00      11.25      17.37      23.49      35.00
       64       0.00      11.25      17.50      23.75      37.00
       65       0.00      10.96      17.17      23.38      35.00
       66       0.00      10.77      17.07      23.37      39.00
       67       0.00      10.94      17.25      23.56      41.00
       68       0.00      10.58      17.02      23.46      35.00
       69       0.00      10.50      16.80      23.11      35.00
       70       0.00      10.84      16.87      22.90      36.00
       71       0.00      10.77      16.76      22.75      35.00
       72       0.00      11.02      17.22      23.43      37.00
       73       0.00      11.13      17.13      23.12      36.00
       74       0.00      11.06      17.14      23.23      38.00
       75       0.00      10.98      17.20      23.42      36.00
       76       0.00      10.93      17.01      23.10      35.00
       77       0.00      11.19      17.46      23.73      34.00
       78       0.00      11.28      17.51      23.75      37.00
       79       0.00      11.30      17.59      23.87      35.00
       80       0.00      11.12      17.45      23.78      37.00
       81       0.00      10.93      17.45      23.97      39.00
       82       0.00      10.76      17.05      23.34      40.00
       83       0.00      10.73      16.94      23.15      40.00
       84       0.00      10.93      17.18      23.44      34.00
       85       0.00      10.81      17.14      23.46      38.00
       86       0.00      10.97      17.12      23.27      35.00
       87       0.00      10.64      17.07      23.50      37.00
       88       0.00      10.64      17.05      23.45      35.00
       89       0.00      10.56      17.01      23.47      38.00
       90       0.00      10.66      16.90      23.15      37.00
       91       0.00      10.63      17.00      23.38      35.00
       92       0.00      10.46      16.67      22.87      41.00
       93       0.00      10.58      16.79      23.00      36.00
       94       0.00      10.41      16.73      23.06      37.00
       95       0.00      10.46      16.86      23.25      40.00
       96       0.00      10.61      16.83      23.05      36.00
       97       0.00      10.75      16.98      23.21      33.00
       98       0.00      10.56      16.95      23.33      38.00
       99       0.00      10.45      16.72      22.99      38.00
      100       0.00      10.37      16.65      22.92      36.00

Trajectory summary (Population 4: Pop 4)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.72       2.25       3.77       9.00
        2       0.00       0.34       2.18       4.03       9.00
        3       0.00       0.09       1.99       3.90       9.00
        4       0.00      -0.11       1.84       3.79       9.00
        5       0.00      -0.27       1.66       3.59      10.00
        6       0.00      -0.44       1.54       3.52       9.00
        7       0.00      -0.51       1.40       3.30      10.00
        8       0.00      -0.61       1.21       3.03      10.00
        9       0.00      -0.65       1.07       2.78       9.00
       10       0.00      -0.80       1.04       2.88      12.00
       11       0.00      -0.79       0.95       2.68      10.00
       12       0.00      -0.76       0.80       2.36       9.00
       13       0.00      -0.85       0.78       2.40      11.00
       14       0.00      -0.81       0.72       2.24      10.00
       15       0.00      -0.83       0.65       2.14       7.00
       16       0.00      -0.90       0.66       2.21      10.00
       17       0.00      -0.88       0.56       2.01       9.00
       18       0.00      -0.91       0.52       1.95      12.00
       19       0.00      -0.88       0.46       1.80       9.00
       20       0.00      -0.84       0.40       1.63      10.00
       21       0.00      -0.82       0.35       1.52      10.00
       22       0.00      -0.73       0.29       1.31       7.00
       23       0.00      -0.69       0.26       1.21       8.00
       24       0.00      -0.76       0.27       1.30       9.00
       25       0.00      -0.69       0.23       1.16       8.00
       26       0.00      -0.64       0.19       1.03       7.00
       27       0.00      -0.69       0.19       1.06       8.00
       28       0.00      -0.63       0.15       0.94       8.00
       29       0.00      -0.53       0.12       0.77       8.00
       30       0.00      -0.54       0.12       0.77       7.00
       31       0.00      -0.50       0.10       0.70       7.00
       32       0.00      -0.57       0.10       0.77       9.00
       33       0.00      -0.56       0.10       0.76       9.00
       34       0.00      -0.64       0.12       0.88       8.00
       35       0.00      -0.51       0.09       0.69       7.00
       36       0.00      -0.47       0.08       0.63       6.00
       37       0.00      -0.51       0.08       0.68       7.00
       38       0.00      -0.35       0.05       0.45       6.00
       39       0.00      -0.34       0.05       0.44       6.00
       40       0.00      -0.41       0.05       0.52       8.00
       41       0.00      -0.30       0.04       0.37       4.00
       42       0.00      -0.30       0.03       0.36       5.00
       43       0.00      -0.29       0.03       0.36       5.00
       44       0.00      -0.21       0.02       0.26       3.00
       45       0.00      -0.19       0.02       0.23       4.00
       46       0.00      -0.27       0.02       0.32       5.00
       47       0.00      -0.24       0.02       0.28       5.00
       48       0.00      -0.37       0.03       0.43       8.00
       49       0.00      -0.19       0.02       0.22       4.00
       50       0.00      -0.19       0.02       0.23       4.00
       51       0.00      -0.24       0.02       0.28       5.00
       52       0.00      -0.25       0.02       0.29       6.00
       53       0.00      -0.23       0.02       0.27       5.00
       54       0.00      -0.14       0.01       0.16       3.00
       55       0.00      -0.16       0.01       0.18       4.00
       56       0.00      -0.18       0.01       0.20       5.00
       57       0.00      -0.25       0.01       0.27       8.00
       58       0.00      -0.03       0.00       0.03       1.00
       59       0.00      -0.03       0.00       0.03       1.00
       60       0.00      -0.09       0.00       0.10       3.00
       61       0.00      -0.03       0.00       0.03       1.00
       62       0.00      -0.03       0.00       0.03       1.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 5: Pop 5)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       3.00       3.00       3.00       3.00       3.00
        1       0.00       1.83       3.76       5.69      12.00
        2       0.00       1.58       4.24       6.89      14.00
        3       0.00       1.52       4.68       7.84      15.00
        4       0.00       1.30       4.68       8.06      17.00
        5       0.00       1.22       4.75       8.28      21.00
        6       0.00       1.24       4.77       8.31      17.00
        7       0.00       1.04       4.66       8.28      16.00
        8       0.00       0.93       4.63       8.33      16.00
        9       0.00       0.77       4.46       8.15      17.00
       10       0.00       0.65       4.39       8.12      16.00
       11       0.00       0.48       4.28       8.08      18.00
       12       0.00       0.34       4.24       8.14      19.00
       13       0.00       0.29       4.24       8.20      18.00
       14       0.00       0.18       4.04       7.89      17.00
       15       0.00       0.10       3.85       7.61      16.00
       16       0.00       0.01       3.73       7.44      17.00
       17       0.00      -0.08       3.70       7.48      16.00
       18       0.00      -0.16       3.64       7.44      18.00
       19       0.00      -0.25       3.55       7.34      18.00
       20       0.00      -0.33       3.46       7.25      16.00
       21       0.00      -0.40       3.37       7.14      17.00
       22       0.00      -0.47       3.32       7.11      16.00
       23       0.00      -0.58       3.29       7.17      23.00
       24       0.00      -0.58       3.27       7.12      19.00
       25       0.00      -0.68       3.08       6.83      17.00
       26       0.00      -0.78       3.01       6.81      20.00
       27       0.00      -0.82       3.00       6.82      18.00
       28       0.00      -0.80       2.88       6.56      18.00
       29       0.00      -0.83       2.68       6.20      19.00
       30       0.00      -0.93       2.61       6.14      16.00
       31       0.00      -0.99       2.50       5.99      17.00
       32       0.00      -1.13       2.47       6.07      21.00
       33       0.00      -1.14       2.42       5.99      17.00
       34       0.00      -1.07       2.43       5.93      18.00
       35       0.00      -1.05       2.32       5.69      15.00
       36       0.00      -1.08       2.24       5.56      15.00
       37       0.00      -1.17       2.20       5.57      18.00
       38       0.00      -1.22       2.18       5.59      18.00
       39       0.00      -1.24       2.17       5.57      17.00
       40       0.00      -1.25       2.16       5.58      15.00
       41       0.00      -1.29       2.10       5.50      16.00
       42       0.00      -1.35       2.08       5.51      16.00
       43       0.00      -1.41       2.01       5.43      16.00
       44       0.00      -1.36       1.97       5.30      20.00
       45       0.00      -1.49       2.08       5.64      20.00
       46       0.00      -1.44       1.94       5.32      15.00
       47       0.00      -1.46       1.90       5.25      14.00
       48       0.00      -1.48       1.77       5.02      17.00
       49       0.00      -1.48       1.75       4.97      16.00
       50       0.00      -1.46       1.67       4.80      15.00
       51       0.00      -1.47       1.62       4.72      18.00
       52       0.00      -1.59       1.70       4.99      17.00
       53       0.00      -1.60       1.68       4.97      18.00
       54       0.00      -1.58       1.63       4.85      15.00
       55       0.00      -1.57       1.54       4.66      20.00
       56       0.00      -1.48       1.47       4.42      14.00
       57       0.00      -1.52       1.47       4.46      16.00
       58       0.00      -1.55       1.45       4.46      18.00
       59       0.00      -1.63       1.45       4.53      17.00
       60       0.00      -1.58       1.41       4.40      16.00
       61       0.00      -1.53       1.36       4.25      15.00
       62       0.00      -1.62       1.36       4.34      16.00
       63       0.00      -1.61       1.34       4.29      16.00
       64       0.00      -1.54       1.23       4.00      15.00
       65       0.00      -1.54       1.23       4.00      15.00
       66       0.00      -1.52       1.21       3.93      15.00
