METAPOPULATION MODEL results; Date=8/4/2023 Time=16:48:50
===========================================================
B20




   35 populations (35 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
       98      36.00      62.69      73.49      84.28     113.00
       99      33.00      62.00      72.94      83.87     111.00
      100      40.00      61.60      72.57      83.54     108.00

Trajectory summary (Population 2: Pop 2)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      13.00      13.00      13.00      13.00      13.00
        1       3.00      11.80      15.82      19.85      29.00
        2       5.00      12.56      18.22      23.87      43.00
        3       5.00      13.70      19.93      26.16      43.00
        4       2.00      14.62      20.89      27.17      48.00
        5       4.00      15.42      21.82      28.22      41.00
        6       3.00      15.85      22.37      28.89      44.00
        7       3.00      16.40      22.94      29.48      47.00
        8       5.00      16.68      23.15      29.61      43.00
        9       4.00      16.93      23.49      30.04      45.00
       10       4.00      17.18      23.65      30.12      50.00
       11       4.00      17.10      23.63      30.16      47.00
       12       4.00      17.45      23.84      30.24      46.00
       13       2.00      17.30      23.83      30.35      46.00
       14       4.00      17.38      23.65      29.93      47.00
       15       5.00      17.56      23.72      29.87      42.00
       16       6.00      17.34      23.77      30.20      49.00
       17       7.00      17.62      23.75      29.89      48.00
       18       6.00      17.44      23.62      29.80      46.00
       19       4.00      17.59      23.76      29.93      41.00
       20       5.00      17.42      23.76      30.10      45.00
       21       6.00      17.68      24.04      30.40      44.00
       22       6.00      17.23      23.99      30.75      55.00
       23       4.00      17.39      23.78      30.16      50.00
       24       3.00      17.43      23.83      30.23      48.00
       25       4.00      17.19      23.49      29.79      45.00
       26       4.00      17.24      23.61      29.98      44.00
       27       5.00      16.93      23.48      30.03      47.00
       28       2.00      17.04      23.62      30.19      41.00
       29       3.00      17.09      23.78      30.46      44.00
       30       4.00      17.23      23.72      30.21      44.00
       31       4.00      16.95      23.30      29.66      45.00
       32       3.00      16.96      23.34      29.71      44.00
       33       0.00      17.13      23.28      29.43      43.00
       34       0.00      16.59      23.03      29.48      44.00
       35       0.00      16.67      23.17      29.67      44.00
       36       0.00      16.95      23.64      30.32      45.00
       37       0.00      17.28      23.59      29.89      46.00
       38       0.00      17.44      23.76      30.08      42.00
       39       0.00      17.31      23.66      30.02      44.00
       40       0.00      17.18      23.62      30.05      45.00
       41       0.00      17.04      23.41      29.79      44.00
       42       0.00      16.90      23.25      29.60      42.00
       43       0.00      17.05      23.40      29.74      44.00
       44       0.00      17.14      23.50      29.87      43.00
       45       0.00      17.11      23.48      29.85      48.00
       46       0.00      17.08      23.54      30.00      47.00
       47       0.00      17.15      23.56      29.96      46.00
       48       0.00      16.90      23.40      29.90      47.00
       49       0.00      17.15      23.55      29.95      43.00
       50       0.00      17.38      23.69      30.00      44.00
       51       0.00      17.18      23.75      30.31      47.00
       52       0.00      17.29      23.71      30.12      50.00
       53       0.00      17.39      23.87      30.35      44.00
       54       0.00      17.23      23.67      30.12      46.00
       55       0.00      17.28      23.67      30.05      47.00
       56       0.00      17.25      23.83      30.40      44.00
       57       0.00      17.39      23.84      30.29      47.00
       58       0.00      17.27      23.73      30.18      44.00
       59       0.00      17.18      23.62      30.06      50.00
       60       0.00      17.01      23.61      30.21      48.00
       61       0.00      16.86      23.58      30.30      48.00
       62       0.00      17.09      23.65      30.21      43.00
       63       0.00      17.22      23.62      30.03      43.00
       64       0.00      17.19      23.87      30.55      47.00
       65       0.00      17.32      23.94      30.55      45.00
       66       0.00      17.39      23.83      30.27      48.00
       67       0.00      17.18      23.66      30.14      46.00
       68       0.00      17.20      23.62      30.05      49.00
       69       0.00      17.25      23.69      30.14      48.00
       70       0.00      17.43      23.72      30.01      46.00
       71       0.00      16.83      23.47      30.10      46.00
       72       0.00      17.04      23.77      30.49      46.00
       73       0.00      17.35      23.93      30.52      45.00
       74       0.00      17.54      23.92      30.30      45.00
       75       0.00      17.18      23.69      30.20      48.00
       76       0.00      17.07      23.59      30.10      43.00
       77       0.00      17.14      23.43      29.72      43.00
       78       0.00      17.09      23.60      30.12      46.00
       79       0.00      16.94      23.50      30.07      47.00
       80       0.00      16.96      23.40      29.83      46.00
       81       0.00      17.09      23.51      29.93      46.00
       82       0.00      17.33      23.61      29.90      46.00
       83       0.00      17.19      23.58      29.96      43.00
       84       0.00      17.43      23.82      30.22      43.00
       85       0.00      17.22      23.85      30.48      48.00
       86       0.00      16.88      23.59      30.30      42.00
       87       0.00      16.81      23.44      30.06      50.00
       88       0.00      16.92      23.40      29.88      48.00
       89       0.00      16.92      23.34      29.77      44.00
       90       0.00      17.00      23.45      29.91      43.00
       91       0.00      16.80      23.29      29.78      51.00
       92       0.00      17.23      23.54      29.85      49.00
       93       0.00      17.09      23.61      30.13      45.00
       94       0.00      17.13      23.76      30.39      48.00
       95       0.00      17.26      23.79      30.32      45.00
       96       0.00      17.18      23.71      30.25      48.00
       97       0.00      17.25      23.61      29.98      42.00
       98       0.00      17.19      23.49      29.79      46.00
       99       0.00      17.18      23.80      30.42      44.00
      100       0.00      17.41      23.91      30.42      44.00

Trajectory summary (Population 3: Pop 3)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       1.00       1.00       1.00       1.00       1.00
        1       0.00       0.19       1.35       2.50       8.00
        2       0.00      -0.12       1.54       3.20       8.00
        3       0.00      -0.34       1.46       3.26      12.00
        4       0.00      -0.43       1.34       3.11       9.00
        5       0.00      -0.51       1.25       3.01      10.00
        6       0.00      -0.60       1.15       2.89       8.00
        7       0.00      -0.68       1.04       2.77      10.00
        8       0.00      -0.68       0.91       2.49       8.00
        9       0.00      -0.74       0.79       2.33       9.00
       10       0.00      -0.84       0.75       2.34      11.00
       11       0.00      -0.81       0.64       2.09       9.00
       12       0.00      -0.82       0.54       1.89      13.00
       13       0.00      -0.78       0.49       1.76       8.00
       14       0.00      -0.83       0.47       1.77       9.00
       15       0.00      -0.89       0.44       1.76       9.00
       16       0.00      -0.77       0.36       1.50       8.00
       17       0.00      -0.84       0.35       1.53      10.00
       18       0.00      -0.88       0.33       1.54      10.00
       19       0.00      -0.71       0.25       1.22       7.00
       20       0.00      -0.79       0.26       1.31       8.00
       21       0.00      -0.73       0.22       1.18       8.00
       22       0.00      -0.64       0.19       1.02       9.00
       23       0.00      -0.62       0.17       0.95       7.00
       24       0.00      -0.58       0.14       0.86       8.00
       25       0.00      -0.59       0.14       0.87       7.00
       26       0.00      -0.53       0.11       0.75       8.00
       27       0.00      -0.49       0.09       0.66       8.00
       28       0.00      -0.41       0.07       0.54       6.00
       29       0.00      -0.38       0.06       0.49       6.00
       30       0.00      -0.41       0.05       0.52       7.00
       31       0.00      -0.37       0.05       0.47       6.00
       32       0.00      -0.27       0.03       0.33       5.00
       33       0.00      -0.22       0.02       0.26       5.00
       34       0.00      -0.27       0.03       0.32       5.00
       35       0.00      -0.27       0.03       0.32       6.00
       36       0.00      -0.25       0.02       0.29       6.00
       37       0.00      -0.28       0.02       0.32       6.00
       38       0.00      -0.24       0.02       0.28       5.00
       39       0.00      -0.18       0.01       0.20       3.00
       40       0.00      -0.21       0.01       0.24       4.00
       41       0.00      -0.22       0.01       0.25       5.00
       42       0.00      -0.23       0.01       0.26       5.00
       43       0.00      -0.16       0.01       0.18       3.00
       44       0.00      -0.18       0.01       0.20       4.00
       45       0.00      -0.15       0.01       0.17       4.00
       46       0.00      -0.18       0.01       0.20       5.00
       47       0.00      -0.10       0.00       0.11       3.00
       48       0.00      -0.29       0.01       0.31       9.00
       49       0.00      -0.23       0.01       0.25       7.00
       50       0.00      -0.22       0.01       0.24       7.00
       51       0.00      -0.09       0.00       0.09       2.00
       52       0.00      -0.19       0.01       0.21       5.00
       53       0.00      -0.09       0.00       0.10       3.00
       54       0.00      -0.18       0.01       0.20       6.00
       55       0.00      -0.21       0.01       0.23       7.00
       56       0.00      -0.09       0.00       0.10       3.00
       57       0.00      -0.09       0.00       0.10       3.00
       58       0.00      -0.15       0.00       0.16       5.00
       59       0.00      -0.06       0.00       0.07       2.00
       60       0.00      -0.12       0.00       0.13       4.00
       61       0.00      -0.15       0.00       0.16       5.00
       62       0.00      -0.09       0.00       0.10       3.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 4: Pop 4)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      10.00      10.00      10.00      10.00      10.00
        1       2.00       8.66      12.16      15.66      24.00
        2       2.00       9.03      13.86      18.69      33.00
        3       2.00       9.83      15.11      20.38      34.00
        4       0.00      10.13      15.76      21.39      40.00
        5       0.00      10.70      16.24      21.78      36.00
        6       0.00      11.03      16.88      22.73      36.00
        7       0.00      11.26      17.13      23.00      36.00
        8       0.00      11.69      17.29      22.89      35.00
        9       0.00      11.68      17.38      23.08      33.00
       10       0.00      11.70      17.50      23.31      38.00
       11       0.00      11.71      17.40      23.08      33.00
       12       0.00      11.50      17.24      22.98      36.00
       13       0.00      11.40      17.10      22.80      35.00
       14       0.00      11.43      17.08      22.74      38.00
       15       0.00      11.61      17.23      22.85      35.00
       16       0.00      11.56      17.17      22.77      39.00
       17       0.00      11.48      17.09      22.70      37.00
       18       0.00      11.54      17.24      22.94      36.00
       19       0.00      11.75      17.51      23.27      35.00
       20       0.00      11.83      17.50      23.17      33.00
       21       0.00      11.83      17.63      23.44      41.00
       22       0.00      11.66      17.39      23.12      33.00
       23       0.00      11.56      17.29      23.01      37.00
       24       0.00      11.48      17.34      23.21      37.00
       25       0.00      11.55      17.41      23.28      33.00
       26       0.00      11.54      17.32      23.09      40.00
       27       0.00      11.35      17.26      23.18      37.00
       28       0.00      11.32      17.25      23.19      37.00
       29       0.00      11.55      17.48      23.40      38.00
       30       0.00      11.50      17.47      23.45      43.00
       31       0.00      11.20      17.19      23.18      34.00
       32       0.00      11.40      17.27      23.15      35.00
       33       0.00      11.69      17.69      23.68      35.00
       34       0.00      11.67      17.51      23.36      36.00
       35       0.00      11.49      17.27      23.06      38.00
       36       0.00      11.53      17.54      23.56      39.00
       37       0.00      11.48      17.31      23.13      38.00
       38       0.00      11.34      17.09      22.84      33.00
       39       0.00      11.31      17.28      23.26      36.00
       40       0.00      11.26      17.43      23.61      38.00
       41       0.00      11.20      17.23      23.25      36.00
       42       0.00      11.28      17.17      23.05      38.00
       43       0.00      11.26      17.24      23.22      34.00
       44       0.00      11.08      17.06      23.05      33.00
       45       0.00      11.10      17.08      23.06      36.00
       46       0.00      11.12      16.96      22.81      38.00
       47       0.00      11.05      16.90      22.74      35.00
       48       0.00      10.75      16.93      23.10      37.00
       49       0.00      10.71      17.04      23.38      37.00
       50       0.00      10.68      17.01      23.34      38.00
       51       0.00      10.94      16.98      23.01      37.00
       52       0.00      10.93      17.09      23.26      36.00
       53       0.00      10.99      17.32      23.64      37.00
       54       0.00      10.67      17.09      23.52      35.00
       55       0.00      10.80      17.08      23.36      38.00
       56       0.00      10.55      16.83      23.11      38.00
       57       0.00      10.63      16.70      22.77      37.00
       58       0.00      10.70      16.73      22.76      39.00
       59       0.00      10.96      17.09      23.23      34.00
       60       0.00      11.05      17.30      23.55      36.00
       61       0.00      10.92      17.30      23.67      37.00
       62       0.00      10.79      17.19      23.59      39.00
       63       0.00      10.85      16.92      23.00      34.00
       64       0.00      10.57      16.93      23.29      36.00
       65       0.00      10.57      16.88      23.19      36.00
       66       0.00      10.52      16.86      23.19      36.00
       67       0.00      10.48      16.56      22.64      34.00
       68       0.00      10.39      16.53      22.68      36.00
       69       0.00      10.35      16.54      22.73      40.00
       70       0.00      10.48      16.74      23.00      33.00
       71       0.00      10.59      16.80      23.02      37.00
       72       0.00      10.82      16.97      23.13      37.00
       73       0.00      10.80      17.06      23.32      37.00
       74       0.00      10.78      17.09      23.40      39.00
       75       0.00      10.80      17.14      23.48      37.00
       76       0.00      10.80      17.03      23.26      35.00
       77       0.00      10.76      17.12      23.49      40.00
       78       0.00      10.70      17.00      23.30      36.00
       79       0.00      10.75      16.93      23.11      38.00
       80       0.00      10.79      16.93      23.07      42.00
       81       0.00      10.68      16.85      23.03      38.00
       82       0.00      10.52      16.83      23.14      35.00
       83       0.00      10.65      17.16      23.68      37.00
       84       0.00      10.72      17.07      23.42      37.00
       85       0.00      10.88      17.24      23.59      36.00
       86       0.00      10.80      17.04      23.29      36.00
       87       0.00      10.69      17.05      23.42      35.00
       88       0.00      10.19      16.58      22.98      39.00
       89       0.00      10.37      16.79      23.21      37.00
       90       0.00      10.40      16.75      23.09      38.00
       91       0.00      10.45      16.92      23.39      39.00
       92       0.00      10.65      17.10      23.55      39.00
       93       0.00      10.70      17.07      23.45      39.00
       94       0.00      10.72      17.03      23.35      33.00
       95       0.00      10.76      17.10      23.44      41.00
       96       0.00      10.74      16.99      23.24      35.00
       97       0.00      10.60      17.06      23.53      36.00
       98       0.00      10.62      17.01      23.40      39.00
       99       0.00      10.37      16.85      23.34      37.00
      100       0.00      10.24      16.74      23.23      38.00

Trajectory summary (Population 5: Pop 5)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       5.00       5.00       5.00       5.00       5.00
        1       0.00       3.58       5.95       8.31      14.00
        2       0.00       3.44       6.55       9.65      17.00
        3       0.00       3.34       7.01      10.67      22.00
        4       0.00       3.28       7.22      11.15      24.00
        5       0.00       3.31       7.24      11.18      18.00
        6       0.00       3.10       7.20      11.31      21.00
        7       0.00       2.98       7.04      11.10      19.00
        8       0.00       2.83       6.92      11.01      21.00
        9       0.00       2.77       7.00      11.22      21.00
       10       0.00       2.75       6.96      11.17      21.00
       11       0.00       2.59       6.87      11.14      22.00
       12       0.00       2.48       6.73      10.98      19.00
       13       0.00       2.45       6.70      10.96      21.00
       14       0.00       2.43       6.73      11.03      27.00
       15       0.00       2.38       6.73      11.08      21.00
       16       0.00       2.27       6.66      11.04      21.00
       17       0.00       2.17       6.53      10.90      20.00
       18       0.00       1.96       6.48      11.00      19.00
       19       0.00       1.90       6.43      10.96      22.00
       20       0.00       1.91       6.26      10.60      18.00
       21       0.00       1.77       6.11      10.46      20.00
       22       0.00       1.63       6.12      10.61      23.00
       23       0.00       1.62       6.05      10.48      20.00
       24       0.00       1.52       5.99      10.46      21.00
       25       0.00       1.39       5.95      10.51      18.00
       26       0.00       1.20       5.84      10.48      22.00
       27       0.00       1.19       5.90      10.61      21.00
       28       0.00       1.11       5.82      10.52      21.00
       29       0.00       1.08       5.65      10.22      20.00
       30       0.00       0.92       5.60      10.28      21.00
       31       0.00       0.95       5.48      10.01      18.00
       32       0.00       0.82       5.50      10.19      22.00
       33       0.00       0.78       5.53      10.28      19.00
       34       0.00       0.62       5.34      10.07      21.00
       35       0.00       0.60       5.28       9.97      21.00
       36       0.00       0.56       5.26       9.96      24.00
       37       0.00       0.50       5.33      10.16      20.00
       38       0.00       0.39       5.18       9.98      20.00
       39       0.00       0.40       5.12       9.83      20.00
       40       0.00       0.38       5.21      10.04      22.00
       41       0.00       0.24       5.13      10.03      23.00
       42       0.00       0.20       5.05       9.90      23.00
       43       0.00       0.15       4.84       9.52      19.00
       44       0.00       0.04       4.83       9.61      21.00
       45       0.00       0.01       4.90       9.79      20.00
       46       0.00      -0.01       4.66       9.33      18.00
       47       0.00      -0.10       4.54       9.18      25.00
       48       0.00      -0.12       4.52       9.15      22.00
       49       0.00      -0.18       4.59       9.35      19.00
       50       0.00      -0.27       4.52       9.30      18.00
       51       0.00      -0.30       4.44       9.18      19.00
       52       0.00      -0.32       4.52       9.36      23.00
       53       0.00      -0.38       4.40       9.17      25.00
       54       0.00      -0.44       4.28       9.00      20.00
       55       0.00      -0.45       4.24       8.92      19.00
       56       0.00      -0.49       4.36       9.22      21.00
       57       0.00      -0.50       4.38       9.25      25.00
       58       0.00      -0.65       4.35       9.35      21.00
       59       0.00      -0.67       4.20       9.08      24.00
       60       0.00      -0.65       4.02       8.70      21.00
       61       0.00      -0.69       3.96       8.61      18.00
       62       0.00      -0.79       4.00       8.78      24.00
       63       0.00      -0.77       3.92       8.62      21.00
       64       0.00      -0.78       3.93       8.65      19.00
       65       0.00      -0.86       3.94       8.74      20.00
       66       0.00      -0.87       3.89       8.66      21.00
       67       0.00      -0.95       3.85       8.64      23.00
       68       0.00      -0.93       3.79       8.51      20.00
       69       0.00      -0.94       3.67       8.28      19.00
       70       0.00      -0.99       3.58       8.15      20.00
       71       0.00      -1.08       3.55       8.18      19.00
