METAPOPULATION MODEL results; Date=8/2/2023 Time=22:30:53
===========================================================
B10




   16 populations (16 included in summation)
 1000 replications;  Duration = 100
===========================================================

Trajectory summary (Metapopulation)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
       70      36.00      72.60      88.16     103.72     145.00
       71      35.00      72.35      88.17     103.98     143.00
       72      37.00      72.64      88.16     103.68     137.00
       73      40.00      72.44      88.18     103.92     135.00
       74      39.00      71.69      87.34     102.99     131.00
       75      37.00      71.43      87.17     102.91     133.00
       76      33.00      71.24      86.99     102.74     140.00
       77      35.00      71.41      86.95     102.48     145.00
       78      32.00      70.78      86.32     101.85     146.00
       79      35.00      71.24      86.41     101.58     136.00
       80      32.00      71.88      86.76     101.65     132.00
       81      41.00      71.70      86.83     101.96     138.00
       82      33.00      71.13      86.41     101.69     133.00
       83      30.00      70.13      85.49     100.85     133.00
       84      30.00      70.60      86.01     101.42     145.00
       85      31.00      70.97      86.20     101.43     135.00
       86      33.00      70.11      85.28     100.44     143.00
       87      30.00      69.57      84.94     100.32     135.00
       88      32.00      69.60      85.04     100.49     146.00
       89      36.00      69.15      84.95     100.75     133.00
       90      25.00      69.74      85.32     100.90     137.00
       91      20.00      69.84      85.08     100.32     139.00
       92      27.00      69.46      85.22     100.99     136.00
       93      27.00      69.69      85.20     100.71     129.00
       94      25.00      69.74      85.30     100.87     136.00
       95      30.00      69.15      85.07     101.00     133.00
       96      25.00      69.46      85.00     100.54     133.00
       97      33.00      68.69      84.51     100.34     127.00
       98      29.00      68.92      84.48     100.04     135.00
       99      26.00      68.73      84.16      99.59     135.00
      100      26.00      69.04      84.20      99.36     126.00

                    Percentiles of final total abundance
               5th       25th       50th       75th       95th 
      100      60.00      74.00      84.00      94.00     110.00

Trajectory summary (Population 1: Pop 1)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.92       2.46       3.99       8.00
        2       0.00       0.61       2.73       4.85      11.00
        3       0.00       0.32       2.71       5.10      17.00
        4       0.00       0.11       2.52       4.92      11.00
        5       0.00      -0.06       2.35       4.77      12.00
        6       0.00      -0.22       2.16       4.54      13.00
        7       0.00      -0.39       2.03       4.45      13.00
        8       0.00      -0.51       1.87       4.25      11.00
        9       0.00      -0.64       1.77       4.17      14.00
       10       0.00      -0.66       1.64       3.93      11.00
       11       0.00      -0.80       1.60       4.00      13.00
       12       0.00      -0.79       1.40       3.59      14.00
       13       0.00      -0.83       1.34       3.52      11.00
       14       0.00      -0.94       1.35       3.63      17.00
       15       0.00      -0.92       1.17       3.26      12.00
       16       0.00      -0.92       1.08       3.08      10.00
       17       0.00      -1.00       1.00       2.99      12.00
       18       0.00      -1.03       0.95       2.93      12.00
       19       0.00      -1.03       0.93       2.89      11.00
       20       0.00      -0.98       0.86       2.71      10.00
       21       0.00      -1.00       0.78       2.57      12.00
       22       0.00      -0.97       0.74       2.45      13.00
       23       0.00      -0.94       0.65       2.25       9.00
       24       0.00      -0.99       0.64       2.28      10.00
       25       0.00      -1.03       0.60       2.24      11.00
       26       0.00      -1.06       0.59       2.25      12.00
       27       0.00      -0.95       0.51       1.97       9.00
       28       0.00      -1.04       0.53       2.10      11.00
       29       0.00      -1.08       0.51       2.10      11.00
       30       0.00      -1.01       0.47       1.96      10.00
       31       0.00      -1.04       0.45       1.94      11.00
       32       0.00      -1.03       0.41       1.85      10.00
       33       0.00      -0.86       0.34       1.54       8.00
       34       0.00      -0.87       0.32       1.52       9.00
       35       0.00      -0.95       0.32       1.59      14.00
       36       0.00      -0.86       0.29       1.44      10.00
       37       0.00      -0.83       0.27       1.36       9.00
       38       0.00      -0.84       0.26       1.36      10.00
       39       0.00      -0.86       0.25       1.36      10.00
       40       0.00      -0.77       0.21       1.19       9.00
       41       0.00      -0.72       0.19       1.11       8.00
       42       0.00      -0.87       0.21       1.28      13.00
       43       0.00      -0.76       0.18       1.11      11.00
       44       0.00      -0.66       0.16       0.98       7.00
       45       0.00      -0.67       0.15       0.96       8.00
       46       0.00      -0.61       0.13       0.87       8.00
       47       0.00      -0.71       0.15       1.02       8.00
       48       0.00      -0.61       0.12       0.86       8.00
       49       0.00      -0.61       0.12       0.85      10.00
       50       0.00      -0.54       0.10       0.74       7.00
       51       0.00      -0.62       0.11       0.84       9.00
       52       0.00      -0.56       0.10       0.76       7.00
       53       0.00      -0.67       0.11       0.88      10.00
       54       0.00      -0.67       0.10       0.87       9.00
       55       0.00      -0.63       0.09       0.80      10.00
       56       0.00      -0.43       0.06       0.54       6.00
       57       0.00      -0.46       0.06       0.59       7.00
       58       0.00      -0.55       0.07       0.70      10.00
       59       0.00      -0.46       0.05       0.57       8.00
       60       0.00      -0.37       0.05       0.46       6.00
       61       0.00      -0.47       0.05       0.57      11.00
       62       0.00      -0.43       0.05       0.52       8.00
       63       0.00      -0.36       0.03       0.42       9.00
       64       0.00      -0.22       0.02       0.26       5.00
       65       0.00      -0.23       0.02       0.27       5.00
       66       0.00      -0.32       0.02       0.37       7.00
       67       0.00      -0.35       0.03       0.40       7.00
       68       0.00      -0.37       0.03       0.42      10.00
       69       0.00      -0.28       0.02       0.32       6.00
       70       0.00      -0.23       0.02       0.26       6.00
       71       0.00      -0.19       0.01       0.22       5.00
       72       0.00      -0.21       0.01       0.24       5.00
       73       0.00      -0.16       0.01       0.17       3.00
       74       0.00      -0.22       0.01       0.24       7.00
       75       0.00      -0.19       0.01       0.20       6.00
       76       0.00      -0.34       0.01       0.37      11.00
       77       0.00      -0.26       0.01       0.28       7.00
       78       0.00      -0.30       0.01       0.33       8.00
       79       0.00      -0.29       0.01       0.31       8.00
       80       0.00      -0.27       0.01       0.29       8.00
       81       0.00      -0.24       0.01       0.26       6.00
       82       0.00      -0.16       0.01       0.18       5.00
       83       0.00      -0.28       0.01       0.29       9.00
       84       0.00      -0.06       0.00       0.07       2.00
       85       0.00      -0.03       0.00       0.03       1.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 2: Pop 2)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       6.00       6.00       6.00       6.00       6.00
        1       0.00       4.56       7.17       9.78      18.00
        2       0.00       4.38       7.92      11.47      21.00
        3       0.00       4.31       8.34      12.38      25.00
        4       0.00       4.32       8.57      12.83      26.00
        5       0.00       4.43       8.72      13.00      24.00
        6       0.00       4.29       8.76      13.23      22.00
        7       0.00       4.09       8.60      13.12      23.00
        8       0.00       3.99       8.57      13.16      22.00
        9       0.00       4.02       8.74      13.46      26.00
       10       0.00       4.08       8.81      13.54      22.00
       11       0.00       4.09       8.77      13.46      23.00
       12       0.00       4.09       8.63      13.18      22.00
       13       0.00       3.89       8.70      13.51      26.00
       14       0.00       3.87       8.73      13.58      24.00
       15       0.00       3.85       8.82      13.79      23.00
       16       0.00       3.72       8.61      13.51      26.00
       17       0.00       3.58       8.45      13.33      26.00
       18       0.00       3.60       8.32      13.04      21.00
       19       0.00       3.47       8.46      13.45      23.00
       20       0.00       3.29       8.44      13.58      23.00
       21       0.00       3.16       8.27      13.38      23.00
       22       0.00       3.16       8.28      13.41      26.00
       23       0.00       3.15       8.36      13.56      25.00
       24       0.00       3.12       8.35      13.57      25.00
       25       0.00       3.04       8.39      13.74      27.00
       26       0.00       3.13       8.41      13.68      26.00
       27       0.00       2.88       8.21      13.53      27.00
       28       0.00       2.92       8.12      13.31      26.00
       29       0.00       2.96       8.23      13.51      25.00
       30       0.00       2.80       8.18      13.57      24.00
       31       0.00       2.63       7.98      13.33      23.00
       32       0.00       2.69       7.96      13.24      23.00
       33       0.00       2.49       7.75      13.00      29.00
       34       0.00       2.39       7.70      13.01      29.00
       35       0.00       2.40       7.72      13.05      23.00
       36       0.00       2.32       7.60      12.88      22.00
       37       0.00       2.21       7.49      12.78      23.00
       38       0.00       2.23       7.54      12.85      24.00
       39       0.00       2.08       7.52      12.95      23.00
       40       0.00       1.99       7.29      12.60      25.00
       41       0.00       1.88       7.19      12.51      23.00
       42       0.00       1.80       7.30      12.79      26.00
       43       0.00       1.69       7.24      12.78      22.00
       44       0.00       1.76       7.12      12.48      21.00
       45       0.00       1.69       7.22      12.75      24.00
       46       0.00       1.70       7.21      12.73      24.00
       47       0.00       1.63       7.26      12.88      26.00
       48       0.00       1.59       7.16      12.74      27.00
       49       0.00       1.48       7.03      12.59      24.00
       50       0.00       1.40       6.94      12.48      26.00
       51       0.00       1.35       6.94      12.53      23.00
       52       0.00       1.23       6.87      12.51      22.00
       53       0.00       1.20       6.90      12.59      24.00
       54       0.00       1.20       6.76      12.33      23.00
       55       0.00       1.19       6.90      12.60      25.00
       56       0.00       1.12       6.77      12.42      25.00
       57       0.00       1.12       6.75      12.37      22.00
       58       0.00       1.02       6.64      12.27      22.00
       59       0.00       1.03       6.67      12.31      22.00
       60       0.00       0.92       6.53      12.14      24.00
       61       0.00       0.80       6.47      12.15      26.00
       62       0.00       0.74       6.50      12.26      26.00
       63       0.00       0.75       6.42      12.09      25.00
       64       0.00       0.69       6.41      12.12      24.00
       65       0.00       0.62       6.33      12.04      24.00
       66       0.00       0.58       6.20      11.81      25.00
       67       0.00       0.55       6.21      11.87      24.00
       68       0.00       0.51       6.20      11.89      23.00
       69       0.00       0.50       6.13      11.76      23.00
       70       0.00       0.52       6.00      11.48      23.00
       71       0.00       0.41       6.03      11.64      23.00
       72       0.00       0.39       6.01      11.64      27.00
       73       0.00       0.47       6.01      11.54      21.00
       74       0.00       0.32       5.89      11.46      24.00
       75       0.00       0.31       5.95      11.60      23.00
       76       0.00       0.26       5.91      11.56      24.00
       77       0.00       0.26       5.90      11.54      26.00
       78       0.00       0.16       5.81      11.46      23.00
       79       0.00       0.04       5.85      11.66      26.00
       80       0.00       0.13       5.78      11.44      25.00
       81       0.00       0.18       5.77      11.36      20.00
       82       0.00       0.04       5.80      11.57      23.00
       83       0.00      -0.07       5.77      11.61      24.00
       84       0.00      -0.02       5.73      11.48      24.00
       85       0.00      -0.03       5.60      11.24      23.00
       86       0.00      -0.09       5.50      11.10      27.00
       87       0.00      -0.10       5.53      11.16      23.00
       88       0.00      -0.12       5.51      11.15      24.00
       89       0.00      -0.14       5.54      11.22      23.00
       90       0.00      -0.19       5.54      11.27      26.00
       91       0.00      -0.12       5.54      11.20      23.00
       92       0.00      -0.19       5.58      11.35      23.00
       93       0.00      -0.20       5.54      11.28      22.00
       94       0.00      -0.20       5.52      11.25      24.00
       95       0.00      -0.23       5.49      11.22      24.00
       96       0.00      -0.24       5.49      11.22      23.00
       97       0.00      -0.26       5.45      11.17      25.00
       98       0.00      -0.35       5.43      11.22      22.00
       99       0.00      -0.33       5.43      11.18      23.00
      100       0.00      -0.41       5.53      11.46      26.00

Trajectory summary (Population 3: Pop 3)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0      10.00      10.00      10.00      10.00      10.00
        1       3.00       8.59      12.07      15.54      25.00
        2       2.00       9.08      13.76      18.43      31.00
        3       1.00       9.57      14.99      20.41      33.00
        4       0.00      10.30      15.76      21.21      34.00
        5       0.00      10.44      16.16      21.88      35.00
        6       0.00      10.65      16.55      22.44      40.00
        7       0.00      11.02      16.81      22.59      36.00
        8       0.00      10.92      16.68      22.44      34.00
        9       0.00      11.06      16.95      22.83      39.00
       10       0.00      11.13      17.08      23.02      38.00
       11       0.00      11.02      17.05      23.08      35.00
       12       0.00      11.12      17.11      23.09      35.00
       13       0.00      11.27      17.17      23.07      39.00
       14       0.00      11.39      17.16      22.93      34.00
       15       0.00      11.28      17.27      23.25      39.00
       16       0.00      11.40      17.36      23.33      42.00
       17       0.00      11.39      17.28      23.17      42.00
       18       0.00      11.50      17.42      23.34      34.00
       19       0.00      11.67      17.46      23.24      39.00
       20       0.00      11.67      17.59      23.50      35.00
       21       0.00      11.66      17.61      23.56      41.00
       22       0.00      11.52      17.34      23.15      34.00
       23       0.00      11.73      17.41      23.09      35.00
       24       0.00      11.17      17.26      23.36      39.00
       25       0.00      11.43      17.40      23.37      40.00
       26       0.00      11.28      17.50      23.72      43.00
       27       0.00      11.42      17.43      23.45      35.00
       28       0.00      11.23      17.30      23.36      37.00
       29       0.00      11.46      17.29      23.11      36.00
       30       0.00      11.36      17.33      23.30      36.00
       31       0.00      11.64      17.44      23.24      36.00
       32       0.00      11.46      17.55      23.63      40.00
       33       0.00      11.53      17.51      23.49      37.00
       34       0.00      11.37      17.40      23.43      39.00
       35       0.00      11.35      17.20      23.05      32.00
       36       0.00      11.22      17.43      23.63      36.00
       37       0.00      11.21      17.22      23.23      38.00
       38       0.00      11.15      17.18      23.21      40.00
       39       0.00      11.10      17.13      23.16      34.00
       40       0.00      11.00      17.23      23.47      36.00
       41       0.00      10.65      16.75      22.86      39.00
       42       0.00      10.74      16.93      23.12      37.00
       43       0.00      10.75      16.85      22.95      37.00
       44       0.00      10.97      17.10      23.22      38.00
       45       0.00      10.69      16.89      23.09      36.00
       46       0.00      10.78      16.96      23.14      40.00
       47       0.00      10.66      17.05      23.43      35.00
       48       0.00      10.52      16.92      23.33      36.00
       49       0.00      10.50      16.73      22.95      37.00
       50       0.00      10.48      16.80      23.12      34.00
       51       0.00      10.52      16.83      23.15      36.00
       52       0.00      10.64      16.82      23.00      38.00
       53       0.00      10.79      16.92      23.05      33.00
       54       0.00      10.90      17.04      23.18      34.00
       55       0.00      10.67      17.10      23.52      36.00
       56       0.00      10.93      17.22      23.51      36.00
       57       0.00      10.89      17.17      23.45      37.00
       58       0.00      10.92      17.22      23.52      35.00
       59       0.00      10.97      17.15      23.33      36.00
       60       0.00      10.81      16.93      23.06      37.00
       61       0.00      10.98      16.94      22.90      35.00
       62       0.00      10.87      17.07      23.27      36.00
       63       0.00      10.67      16.72      22.76      34.00
       64       0.00      10.76      16.85      22.93      34.00
       65       0.00      10.67      16.88      23.08      34.00
       66       0.00      10.68      16.94      23.20      38.00
       67       0.00      10.86      17.04      23.21      38.00
       68       0.00      10.75      16.93      23.12      40.00
       69       0.00      10.73      17.00      23.26      36.00
       70       0.00      10.52      17.00      23.49      38.00
       71       0.00      10.75      17.06      23.37      38.00
       72       0.00      10.74      16.98      23.22      36.00
       73       0.00      10.82      17.05      23.29      33.00
       74       0.00      10.89      17.13      23.38      35.00
       75       0.00      10.60      17.10      23.60      40.00
       76       0.00      10.70      17.11      23.52      36.00
       77       0.00      10.82      17.03      23.25      34.00
       78       0.00      10.62      16.83      23.03      34.00
       79       0.00      10.39      16.72      23.05      37.00
       80       0.00      10.46      16.75      23.03      35.00
       81       0.00      10.39      16.78      23.18      37.00
       82       0.00      10.51      16.87      23.23      37.00
       83       0.00      10.44      16.65      22.87      34.00
       84       0.00      10.42      16.84      23.26      38.00
       85       0.00      10.43      16.75      23.07      37.00
       86       0.00      10.47      16.82      23.17      33.00
       87       0.00      10.43      16.85      23.28      38.00
       88       0.00      10.29      16.86      23.43      36.00
       89       0.00      10.38      16.86      23.33      36.00
       90       0.00      10.51      16.97      23.42      36.00
       91       0.00      10.36      16.76      23.16      38.00
       92       0.00      10.41      16.78      23.15      37.00
       93       0.00      10.44      16.85      23.26      40.00
       94       0.00      10.57      16.90      23.23      39.00
       95       0.00      10.64      17.09      23.53      36.00
       96       0.00      10.59      17.03      23.47      33.00
       97       0.00      10.32      16.90      23.49      36.00
       98       0.00      10.48      16.82      23.16      36.00
       99       0.00      10.37      16.75      23.12      36.00
      100       0.00      10.33      16.69      23.05      36.00

Trajectory summary (Population 4: Pop 4)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       2.00       2.00       2.00       2.00       2.00
        1       0.00       0.76       2.35       3.93       9.00
        2       0.00       0.41       2.25       4.09       8.00
        3       0.00       0.12       2.15       4.19       9.00
        4       0.00      -0.09       1.93       3.95      10.00
        5       0.00      -0.29       1.74       3.78      12.00
        6       0.00      -0.37       1.51       3.39      10.00
        7       0.00      -0.54       1.39       3.31       9.00
        8       0.00      -0.63       1.24       3.11      11.00
        9       0.00      -0.70       1.10       2.89       9.00
       10       0.00      -0.75       1.01       2.77       9.00
       11       0.00      -0.80       0.92       2.63      13.00
       12       0.00      -0.79       0.80       2.40       8.00
       13       0.00      -0.89       0.76       2.40       9.00
       14       0.00      -0.80       0.64       2.09       8.00
       15       0.00      -0.85       0.58       2.01      10.00
       16       0.00      -0.84       0.52       1.87       8.00
       17       0.00      -0.84       0.46       1.75       8.00
       18       0.00      -0.77       0.39       1.55       9.00
       19       0.00      -0.78       0.35       1.49       9.00
       20       0.00      -0.76       0.31       1.38      10.00
       21       0.00      -0.71       0.28       1.26       8.00
       22       0.00      -0.70       0.25       1.21       7.00
       23       0.00      -0.77       0.25       1.26       9.00
       24       0.00      -0.69       0.20       1.08      10.00
       25       0.00      -0.67       0.19       1.05       8.00
       26       0.00      -0.68       0.18       1.05       8.00
       27       0.00      -0.55       0.14       0.83       6.00
       28       0.00      -0.56       0.13       0.83       9.00
       29       0.00      -0.45       0.10       0.64       6.00
       30       0.00      -0.50       0.10       0.70       7.00
       31       0.00      -0.52       0.10       0.72       7.00
       32       0.00      -0.54       0.10       0.73       9.00
       33       0.00      -0.46       0.08       0.61       8.00
       34       0.00      -0.44       0.07       0.58       7.00
       35       0.00      -0.45       0.06       0.58       8.00
       36       0.00      -0.47       0.07       0.62       8.00
       37       0.00      -0.43       0.06       0.55       6.00
       38       0.00      -0.38       0.05       0.47       7.00
       39       0.00      -0.38       0.04       0.46       7.00
       40       0.00      -0.32       0.03       0.39       5.00
       41       0.00      -0.35       0.04       0.43       6.00
       42       0.00      -0.40       0.04       0.49       8.00
       43       0.00      -0.37       0.04       0.45       6.00
       44       0.00      -0.32       0.03       0.39       6.00
       45       0.00      -0.30       0.03       0.36       5.00
       46       0.00      -0.29       0.03       0.35       6.00
       47       0.00      -0.23       0.02       0.27       5.00
       48       0.00      -0.26       0.02       0.31       5.00
       49       0.00      -0.24       0.02       0.28       6.00
       50       0.00      -0.25       0.02       0.29       5.00
       51       0.00      -0.23       0.02       0.26       5.00
       52       0.00      -0.24       0.01       0.27       6.00
       53       0.00      -0.17       0.01       0.19       5.00
       54       0.00      -0.06       0.00       0.07       2.00
       55       0.00      -0.09       0.00       0.10       3.00
       56       0.00      -0.03       0.00       0.03       1.00
       57       0.00      -0.09       0.00       0.10       3.00
       58       0.00      -0.06       0.00       0.07       2.00
       59       0.00      -0.03       0.00       0.03       1.00
       60       0.00       0.00       0.00       0.00       0.00
       61       0.00       0.00       0.00       0.00       0.00
       62       0.00       0.00       0.00       0.00       0.00
       63       0.00       0.00       0.00       0.00       0.00
       64       0.00       0.00       0.00       0.00       0.00
       65       0.00       0.00       0.00       0.00       0.00
       66       0.00       0.00       0.00       0.00       0.00
       67       0.00       0.00       0.00       0.00       0.00
       68       0.00       0.00       0.00       0.00       0.00
       69       0.00       0.00       0.00       0.00       0.00
       70       0.00       0.00       0.00       0.00       0.00
       71       0.00       0.00       0.00       0.00       0.00
       72       0.00       0.00       0.00       0.00       0.00
       73       0.00       0.00       0.00       0.00       0.00
       74       0.00       0.00       0.00       0.00       0.00
       75       0.00       0.00       0.00       0.00       0.00
       76       0.00       0.00       0.00       0.00       0.00
       77       0.00       0.00       0.00       0.00       0.00
       78       0.00       0.00       0.00       0.00       0.00
       79       0.00       0.00       0.00       0.00       0.00
       80       0.00       0.00       0.00       0.00       0.00
       81       0.00       0.00       0.00       0.00       0.00
       82       0.00       0.00       0.00       0.00       0.00
       83       0.00       0.00       0.00       0.00       0.00
       84       0.00       0.00       0.00       0.00       0.00
       85       0.00       0.00       0.00       0.00       0.00
       86       0.00       0.00       0.00       0.00       0.00
       87       0.00       0.00       0.00       0.00       0.00
       88       0.00       0.00       0.00       0.00       0.00
       89       0.00       0.00       0.00       0.00       0.00
       90       0.00       0.00       0.00       0.00       0.00
       91       0.00       0.00       0.00       0.00       0.00
       92       0.00       0.00       0.00       0.00       0.00
       93       0.00       0.00       0.00       0.00       0.00
       94       0.00       0.00       0.00       0.00       0.00
       95       0.00       0.00       0.00       0.00       0.00
       96       0.00       0.00       0.00       0.00       0.00
       97       0.00       0.00       0.00       0.00       0.00
       98       0.00       0.00       0.00       0.00       0.00
       99       0.00       0.00       0.00       0.00       0.00
      100       0.00       0.00       0.00       0.00       0.00

Trajectory summary (Population 5: Pop 5)

      Time                        Abundance
             Minimum    -1 S.D.    Average    +1 S.D.    Maximum
        0       3.00       3.00       3.00       3.00       3.00
        1       0.00       1.79       3.73       5.66      10.00
        2       0.00       1.48       4.30       7.12      16.00
        3       0.00       1.28       4.50       7.72      18.00
        4       0.00       1.24       4.62       7.99      15.00
        5       0.00       1.02       4.49       7.96      19.00
        6       0.00       0.87       4.49       8.11      17.00
        7       0.00       0.83       4.51       8.19      16.00
        8       0.00       0.64       4.39       8.13      19.00
        9       0.00       0.60       4.37       8.14      16.00
       10       0.00       0.56       4.32       8.07      17.00
       11       0.00       0.47       4.21       7.96      16.00
       12       0.00       0.34       4.13       7.92      18.00
       13       0.00       0.26       4.06       7.86      17.00
       14       0.00       0.08       4.04       8.01      19.00
       15       0.00       0.05       3.89       7.74      17.00
       16       0.00      -0.03       3.90       7.82      16.00
       17       0.00      -0.06       3.79       7.63      17.00
       18       0.00      -0.11       3.66       7.43      15.00
       19       0.00      -0.20       3.57       7.34      19.00
       20       0.00      -0.30       3.50       7.31      17.00
       21       0.00      -0.36       3.38       7.13      16.00
       22       0.00      -0.41       3.35       7.10      16.00
       23       0.00      -0.52       3.28       7.09      18.00
       24       0.00      -0.57       3.10       6.78      16.00
       25       0.00      -0.58       3.08       6.75      15.00
       26       0.00      -0.71       3.12       6.96      18.00
       27       0.00      -0.69       3.11       6.90      17.00
       28       0.00      -0.79       3.00       6.79      17.00
       29       0.00      -0.77       2.86       6.49      15.00
       30       0.00      -0.86       2.78       6.42      16.00
       31       0.00      -0.89       2.71       6.30      16.00
       32       0.00      -0.97       2.69       6.34      16.00
       33       0.00      -0.99       2.63       6.26      16.00
       34       0.00      -1.01       2.57       6.16      15.00
       35       0.00      -1.05       2.53       6.11      18.00
       36       0.00      -0.94       2.40       5.75      17.00
       37       0.00      -1.06       2.44       5.94      15.00
       38       0.00      -1.14       2.27       5.68      18.00
       39       0.00      -1.16       2.28       5.72      14.00
       40       0.00      -1.23       2.28       5.80      17.00
       41       0.00      -1.31       2.18       5.67      16.00
       42       0.00      -1.33       2.16       5.65      16.00
       43       0.00      -1.36       2.13       5.61      17.00
       44       0.00      -1.42       2.04       5.49      22.00
       45       0.00      -1.36       1.99       5.35      16.00
       46       0.00      -1.38       1.89       5.15      17.00
       47       0.00      -1.41       1.91       5.23      16.00
       48       0.00      -1.42       1.83       5.08      15.00
       49       0.00      -1.46       1.77       5.00      15.00
       50       0.00      -1.46       1.74       4.93      17.00
       51       0.00      -1.45       1.70       4.84      15.00
       52       0.00      -1.47       1.65       4.77      19.00
       53       0.00      -1.51       1.63       4.78      16.00
       54       0.00      -1.51       1.54       4.60      15.00
       55       0.00      -1.46       1.50       4.47      13.00
       56       0.00      -1.64       1.59       4.81      19.00
       57       0.00      -1.65       1.57       4.79      20.00
       58       0.00      -1.59       1.52       4.64      16.00
       59       0.00      -1.51       1.46       4.42      15.00
       60       0.00      -1.60       1.43       4.45      16.00
       61       0.00      -1.64       1.42       4.49      16.00
       62       0.00      -1.57       1.39       4.34      14.00
       63       0.00      -1.57       1.37       4.31      16.00
       64       0.00      -1.62       1.36       4.35      18.00
       65       0.00      -1.59       1.34       4.26      15.00
       66       0.00      -1.60       1.32       4.24      16.00
